,Date,change,News
344,2015-03-16,1,"['Forget streaming  aging boomers still want their fitness DVDs', 'Cablevision to offer HBO NOW to online customers', 'U S  jury clears Apple of infringing wireless tech patents', 'China consumer show targets Volkswagen  Nissan  Mercedes']"
345,2015-03-17,1,"['Dow  S P 500 fall on Fed nervousness  Nasdaq inches up', 'Apple TV entices networks with promise of mobile viewers', 'Currency swings cost U S  corporates  18 66 billion in the fourth quarter  study', 'Boeing eyes satellite deal with tech giant this year', 'Hong Kong for work  A travel playlist from the CEO of Apple s Beats', 'Facebook to allow users to send money to friends through Messenger', 'Macerich rejects Simon Property offer  adopts poison pill']"
346,2015-03-18,1,"['EU to require sharing of corporate deals to curb tax avoidance', 'Volkswagen hit by second Chinese state television expos  in one week', 'Credit Suisse launches digital private banking push', 'Sony s PlayStation Vue online TV service launches at  50 a month', 'Nearly 40 percent of iPhone owners interested in Apple Watch  poll', 'Discovery Channel founder starts nonfiction streaming video service', 'Apple supplier Jabil Circuit forecasts revenue above Street']"
347,2015-03-19,-1,"['Japan s Sharp to cut 6 000 jobs in global restructuring  source', 'Dow Drops 100 Points As Investors Digest Fed s Outlook', 'Branson says Virgin working on electric cars  Bloomberg TV']"
348,2015-03-20,-1,['Founder Wang takes over as CEO as Taiwan s HTC seeks turnaround']
349,2015-03-23,1,"['Hon Hai  Tencent partner in electric car business', 'Assembler Pegatron s record 2014 profit puts Apple reliance in spotlight', 'Maxim Integrated Products targets top banks with patent lawsuits', 'British banking body calls for supervision of tech challengers', 'Italy prosecutors wrap up tax probe into Apple  sources']"
350,2015-03-24,-1,"['HP partners with Bang   Olufsen for sound technology', 'Clash of Clans maker Supercell doubles profit']"
351,2015-03-25,-1,['Facebook brings apps  businesses to Messenger service']
352,2015-03-26,1,"['Apple plans China iPhone trade in program with Foxconn  Bloomberg', 'Japan s Panasonic says ready for  8 4 billion M A spree as profit jumps', 'U S  stocks lower at close of trade  Dow Jones Industrial Average down 0 23', 'Twitter launches video streaming app Periscope', 'Apple s Tim Cook will give away all his money  Fortune', 'GameStop profit forecast falls short on weak demand for consoles']"
353,2015-03-27,-1,"['Valeo s self driving car systems learn from Safran drones', 'New apps to help business get in step with mobile customers']"
354,2015-03-30,1,"['German firms embrace start ups to catch up with digital world', 'China suspends bank tech restrictions  U S  Treasury official', 'Hyundai Motor aims to have autonomous driving tech on market in 2020', 'Indiana to clarify  religious freedom  law  Georgia  N C  bills stall']"
355,2015-03-31,-1,"['China s Huawei Technologies 2014 profit grows 33 percent', 'EU regulators query Luxembourg on McDonald s tax deals  source', 'Armed prisoner who fled Virginia hospital captured in Washington', 'U S  corporations accuse Indiana and Arkansas of curbing gay rights ', 'China to delay bank tech restrictions  U S  Treasury official says']"
356,2015-04-01,-1,"['Ringo Starr taps friends for  Postcards   reflects on music world', 'Tesla shares get late boost on April Fool s press release']"
357,2015-04-02,1,"['Microsoft brings document scanner app to iPhones  Android', 'Indonesia plays hardball with smartphone manufacturers', 'Arkansas  Indiana enact fixes to measures seen as targeting gays', 'Exclusive  IBM hire advisers to deal with restless investors   sources', 'EU regulators probe Apple s music streaming plans in Europe  FT', 'China s Alibaba finance arm  Xiaomi partner in wearable payments', 'Silicon Valley start up targets atypical market  the elderly']"
358,2015-04-06,1,['Baltimore murder case to be featured in new podcast']
359,2015-04-07,-1,"['U S  stocks lower at close of trade  Dow Jones Industrial Average down 0 03', 'Samsung expects profits to decline more than 30  from 1Q of 2014', 'Groups urge FTC to investigate YouTube kids video app', 'Swiss army knife maker plans foray into smartwatches  CEO']"
360,2015-04-08,-1,"['Apple Watch sleek and stylish but not for everyone  reviewers say', 'Apple faces local battles as it prepares global payments push', 'Shares in Zynga plunge more than 10  after departure of CEO Don Mattrick']"
361,2015-04-09,1,"['Google anti trust foes see friend in new EU competition chief', 'With primetime TV  Apple hopes to hook customers for new Watch']"
362,2015-04-10,1,"['GE to sell bulk of finance unit  return up to  90 billion to investors', 'Backlogged orders as shoppers get close up look at Apple Watch', 'RBC CEO says tech firms pose threat  eyes start up partnerships', 'UK s IG Group launches trading app for Apple Watch', 'Netflix experiences large option volume  as CEO s compensation soars', 'Apple in talks with musicians for exclusive streaming deals  Bloomberg', 'In China  knock off Apple Watches have their own fans', 'GE Slims Down Financial Arm']"
363,2015-04-13,-1,"['Apple expected to quickly ramp up smartwatch production', 'IBM launches new health unit  teams up with Apple  J J  Medtronic', 'Brazil s iPhone investment falls short on promises of jobs  lower prices']"
364,2015-04-14,-1,"['Florida artist claims Apple stole his style', 'BlackRock s Fink tells S P 500 firms to think long term']"
365,2015-04-15,1,"['Samsung creates team to make screens for Apple devices  Bloomberg', 'Exclusive  Six percent of U S  adults plan to buy Apple Watch   Reuters Ipsos poll', 'China s Huawei shows smartphone credentials with P8 launch', 'SanDisk to cut jobs after posting first revenue decline in two years']"
366,2015-04-16,-1,"['Apple watches will not be available in store in May  Telegraph', 'Getting around without draining your phone battery', 'Wall Street ends slightly lower as earnings worries linger', 'Los Angeles schools seeking refund over botched iPad plan  LA Times', 'Israeli app developer Zemingo on acquisition trail ', 'Seattle homeless newspaper vendors pioneer scan to pay Google app']"
367,2015-04-17,-1,"['Data app pushes Chinese factories to cut pollution', 'GM counting on high speed Internet services in car to drive profits', 'U S  stocks plunge  as concerns in China and Greece roil markets']"
368,2015-04-20,1,"['Shares gain on China stimulus  Greece worries weigh on euro', 'Sony unveils new Xperia phone even as it retrenches in mobile']"
369,2015-04-21,-1,"['Chip designer ARM s Q1 gets iPhone 6 boost  shares hit a high', 'BlackBerry to buy WatchDox to bolster data security', 'Broadcom profit beats as demand rises from smartphone makers', 'White House seeks Silicon Valley help on strong yet breakable encryption']"
370,2015-04-22,1,"['Some Apple Watch buyers to get shipments sooner than expected', 'Apple tests smartwatch market with quiet debut of Cook s first product', 'LG Display books four year high profit  downplays supply glut fear', 'Rolls Royce appoints acclaimed technology executive as CEO  ', 'Sony raises profit view as videogame sales herald turnaround']"
371,2015-04-23,1,"['Ericsson s first quarter profit drops  says U S  market remains slow', 'China s smartphone makers bet on cricket  Bollywood to conquer India', 'As Amazon parties on  some large fund managers take their leave']"
372,2015-04-24,-1,"['Apple thwarts geeks  investors probing smartwatch components', 'Infosys bets on new services to push sales to  20 billion by 2020', 'Apple Watch goes on sale in low key launch at select boutiques']"
373,2015-04-27,1,"['Asian shares mixed with Tokyo up despite weak retail sales', 'With Nasdaq at records  investors ask what s next for tech', 'Conde Nast eyes digital viewers with virtual reality  scripted shows', 'Wall St  ends down as biotechs drop 4 percent', 'Wall St  falls  European shares rise on optimism over Greece', 'Shares in Apple reach all time high  after strong 2Q earnings']"
374,2015-04-28,-1,"['Corning expects Gorilla Glass sales to remain strong', 'Chinese demand for Apple s big screen phones fuel sales growth', 'Samsung Electronics tips better second quarter  though cautious on outlook ', 'Samsung Elec overtook Apple as top smartphone maker in first quarter  Strategy Analytics', 'Asian shares mixed with Tokyo up  China shares off ahead of Fed', 'China iPhone sales boosts Apple  shares up modestly', 'Panasonic sees fourth year of profit gains on auto electronics growth', 'PayPal extends One Touch payment to online transactions', 'Apple s blockbuster quarter eases doubts about growth', 'Goldman sees  1 trillion lift in 2015 via U S  stock buybacks  dividends']"
375,2015-04-29,-1,"['Turner  HBO help Time Warner beat Street view', 'Apple says EU probe of Irish tax policy could be  material ', 'Defective component slowed Apple Watch rollout  WSJ']"
376,2015-04-30,-1,"['Tattoo snafu irks inked Apple Watch wearers', 'Obama to announce free e books for low income kids', 'Apple  IBM announce partnership with Japan Post to improve elderly care', 'Stock market hammered despite upbeat data', 'Apple Watch has lowest hardware cost to price  IHS']"
377,2015-05-01,1,"['Wall St  ends up sharply as investors buy beaten down shares', 'Asian shares mixed in holiday thinned trade  Nikkei down  Sydney up', 'U S  shares gain  dollar rises in May Day trading']"
378,2015-05-04,-1,"['GE ties up with Qualcomm  Apple in new lighting business bet', 'The path to a wearable future lies in academia']"
379,2015-05-05,-1,"['U S  stocks lower at close of trade  Dow Jones Industrial Average down 0 79', 'Wall St  ends lower on weak trade data  investors eye Fed', 'Apple s Beats Music deals under U S  scrutiny  Bloomberg']"
380,2015-05-06,-1,"['U S  private payrolls growth eases  productivity falls', 'Wall St  ends lower on global bond rout  Yellen warning', 'Tesla posts wider loss  highlights energy storage demand', 'Swatch CEO says will release new battery for watches  cars  paper']"
381,2015-05-07,1,['Spotify plans to enter Web video business  WSJ']
382,2015-05-08,1,"['Ericsson extends patent suits against Apple to Europe', 'German carmakers may need help to bid for Nokia s high tech maps']"
383,2015-05-11,-1,['Wall Street ends down on global jitters  oil stocks lower']
384,2015-05-12,1,"['Xiaomi enters money market fray with Huoqi Bao service', 'In auction for RadioShack name  bid stands at  15 million', 'Wall St  ends weaker as global bond worries deepen']"
385,2015-05-13,-1,['Standard General makes top offer for RadioShack name  customer data']
386,2015-05-14,1,"['S P 500 ends at record high as dollar loses ground', 'U S  stocks surge  as S P 500 reaches all time closing high at 2 121 10']"
387,2015-05-15,-1,"['Facebook  tramples European privacy law   Belgian watchdog', 'Carl Icahn invests  100 million in ride sharing service Lyft', 'Top U S  hedge funds continued to dump Apple amid rally', 'At Sharp  decline marked by over confidence  drift']"
388,2015-05-18,1,"['Icahn says  dramatically undervalued  Apple should trade at  240', 'Apple shelved plans to introduce TV set more than a year ago   WSJ', 'Apple gets partial win on appeal in Samsung patent case']"
389,2015-05-19,-1,"['TomTom shares jump after Apple renews digital maps contract', 'Alibaba s Ma says Kering lawsuit  regrettable ']"
390,2015-05-20,1,['Techies lift aged Midtown South to NYC real estate heights']
391,2015-05-21,1,"['Carmakers team up with General Atlantic to bid for Nokia map firm  sources', 'Carl Icahn says underweight Apple bets will hurt funds  performance', 'Disney to bring mobile technology to more parks']"
392,2015-05-22,1,['Former Connecticut Governor Rowland allowed bond during appeal']
393,2015-05-26,-1,"['U S  stocks lower at close of trade  Dow Jones Industrial Average down 1 04', 'Wall St  drops on rate concerns  Greece', 'What s hot  Life sciences challenge tech in global innovation', 'EU to continue with tax study even after Amazon changes', 'Foxconn plans 10 12 new Indian facilities by 2020  chairman', 'Amazon s Europe changes to boost tax bill  add secrecy', 'Fire extinguished at Apple site in Arizona   local ABC station', 'U S  stocks broadly lower  as dollar reaches highest level in May']"
394,2015-05-27,1,"['Novartis digs into health tech with bet on  robotic pill ', 'Apple finds bug that causes iPhones to crash', 'Avago nears deal for fellow chipmaker Broadcom  sources']"
395,2015-05-28,-1,"['Apple fails to disqualify antitrust monitor in e books case', 'Google shows off virtual reality collaboration with GoPro']"
396,2015-05-29,-1,"['Apple buys German augmented reality software maker Metaio', 'Airbus Group starts  150 million venture fund  Silicon Valley base']"
397,2015-06-01,1,"['Google increases user privacy controls', 'Nvidia says it sees revenue from cloud computing at  1 bln within two three years']"
398,2015-06-02,1,['Samsung Elec s Galaxy S6 April sales suggest good start  researcher']
399,2015-06-03,-1,"['Apple recalls some Beats Pill XL speakers', 'New York regulator issues final virtual currency rules']"
400,2015-06-04,-1,"['Apple to launch watch in seven more countries from June 26', 'Yahoo to shut down Maps  some other services', 'Only bigger platform would prompt Spotify owner Ek to sell  DN', 'Apple Watch challenges developers to make games that take seconds', 'Alcoa supplying aerospace aluminum for Samsung Galaxy 6 phones']"
402,2015-06-08,-1,"['Wall Street ends lower  Dow slips into loss for 2015', 'Apple announces new streaming music service']"
