Text,Sentiment
If AMZN take yesterdays low ONG better careful,-1
user Mr Florida hope well trade SAVE past I ask Do like ooking fill gap,1
AAP reverse early gain QQQ really big problems,-1
WN ong 19 79 Trailing Stop 24 39 6 prior Stops 23 76 20 42 19 79 18 09 17 13 16 39,1
CEG Too high fast This one well due pull back 100 00 key,-1
nice base build 1 50 1 54 CTIC test hod afternoon set nicely follow thru tomorrow tradeoftheweek,1
Green Weekly Triangle GPN pdating,-1
16 million share CTIC almost 10x avg daily vol I think one day story Gap 2 05 plenty rm run imho,1
user NFX ising wedge Normally bearish Close 94 confirm nice one,-1
user I think AAP put long term bottom course I could wrong look like,1
Student Stephanie N say HOY GACAMOE In 30 SECONDS I make 24 OI NFX user TradeSmart,-1
CYBX keep consolidate near time highs,1
AAP 100 week support,-1
DDD The sentiment stock change blink eye Not faint heart Still long term bullish,1
Green Weekly Triangle CYTX pdating,-1
AIG win awsuit announce dividend reinstatement,1
Apples fall AAP,-1
TIVO buyout come Sure seem strong late,1
FOD cover 3 93 net profit 1 571 00 ugly triangle FOD,-1
biggest mistake make day stick gut reversal SOAS 2 stick watchlist DK STP ANA KOG,1
SSYS exuberance stock generate 2million operational cash flow 9mos trade 3 4 billion could say top,-1
My instincts spot 2013 still think CTIC hit 2 05 wk still want stick morning watchlist chase,1
Now watch BA,-1
AX look good higher price,1
CMG keep level mind bounce 284 288 follow leg 238 bounce 254 leg 212 202,-1
CM hold well,1
BA Now come back haunt years say eap Sow,-1
ANA conference tomorrow I guess hit 10 05,1
AAP Another Downgrade Broken,-1
se pullback 2 initiate quick trade invest long Keep stop tight sell AAP EGN OCN AMH DDD NSM,1
user GOOG put options 8 year high interest,-1
Maybe good time buy TD 44 level appear hold key support level,1
CEG Confirming expectation 98 50 ikely crack,-1
CSN option trader buy 1 500 Jan 11 16 call spread low OI indicate enter position 50 Bet data bef Jan 19,1
When Demark come back prop AAP Yesterday classic dead cat bounce Now value stock need go lower find size buyers,-1
AA go kid college fund,1
SMB adar weak today FAST ADTN CAM,-1
Green Monthly Triangle ACAD Net Profit 7 177 00 11 49,1
ssys add 100 million market cap today,-1
So far good regard APO earn strategy Far soon call win though,1
WMT H struggle 200dma well MM target 10 handle gap fil,-1
AA I go,1
BA SHOT 130 75 25,-1
Does AA hold key SPX When AA earn SPX 1 90 mo later,1
Green Weekly Monthly Triangle ISIS Sell Short 14 14,-1
My call week AA WFC APO MON,1
user AM really buy card Christmas,-1
CM AVG THO AMWD coil breakouts new highs Set buy stop slightly recent highs,1
WPI inside day crack downside already short add,-1
SWHC look like ban large capacity magazines hurdle purchase table politicians Was Evening News,1
ssys Voyant Advisors negative report see high risk earn An earn risk 9 scale 1 to10,-1
HT close 200 sma barely 3rd time since Oct eps way watch volume 55,1
ssys november 13 report Piper Jaffray put new price target report 76 Dougherty December report put tgt 67,-1
WT huge 39 seller today check daily hold 40 42 loooks good swing,1
A clear downtrend sign relief,-1
AJ Over 18 00 good volume,1
also healthy fell back DT line break SI weak MACD turn,-1
CYBX break time highs accompained strong volume suggest higher level,1
Hot osers FNS TSX INTC AMN JDS,-1
ONTY look poise bounce bottom SI start turn MACD cross signal,1
ADBE continue weaken follow market Short break 37 60 user,-1
Still trade within uptrend channel Short term uptrend still intact I still bullish NVDA,1
user ADBE continue weaken follow market Short break 37 60 user,-1
VVS Vivus CEO eportedly Says Acquisition Inevitable talk Deal eporter J P Morgan,1
BAC fully engage within secondary reaction 12 43 high point 10 target zone,-1
user C runner,1
BAC still see get back 10 50 possibly lower overall market pull back next month,-1
V one longest growth stock hold ever 19 months count,1
AAP 497 area likely fail,-1
AMWD set nicely 29 33 In strong build construction product group along APOG,1
AAP percolate Perhaps push 500 soon,-1
TAB I like one real reason new contract pick slack 2013 small cell tech Software As A Service,1
MCP sorry kid Nissan Siemens NOT get mine business fun buy whatever somebody try unload,-1
FS buy signal trigger us,1
ACI Option trader buy 20k Feb 7P hard offer vs OI 1 400 Earnings Feb 5th BMO Could hedge long stk,-1
ANF radar move 48 70 49,1
VFC short one bull need hold support break could significant,-1
DGI FTD Pivot range 26 98 28 33,1
BAC anyone think might slush fall 11 today,-1
FAF new highs still hold Needs volume,1
egarding go KSS WMT TGT TJX OSS see many copycat clothe items remind COX 70 Sub 1,-1
VOC actually triggerd yesterday close back line today itstrying vol 16,1
Green Weekly Triangle ESSX pdating,-1
add APP,1
AppleSoft No It Was Not Different This Time AAP,-1
MAS watch list break flag today also top line volume 11 full day ave,1
Green Weekly Triangle HBAN pdating,-1
user DDD break bear flag upside ots short understand momentum catch STDY,1
dec GE long IA 20 00 stock plague world love 22 tell head know head,-1
DGI still move,1
Short term bearish CYH go parabolic upper band uptrend channel,-1
FS 4 hour nice bounce ichard,1
BONT gap like may cuz go little higher test 14 retest 13 00 sure,-1
GNC nice inverse head shoulder well nice pullback support previous box breakout,1
FIE Decending Triangle w possible bear flag last week Open gap 36 38,-1
DA nice run entry move stop breakeven,1
DGI toppy,-1
APO Strong push support w,1
CNK potential head shoulder lead BOJ bite ly,-1
watch list HAO slip line I watch volume 76 full day ave,1
ZION bank pull bank become teenager,-1
VOC watch list add Tuesday run 50 day EMA vol increase 86,1
GOOG potential slightest disappoint stock could gap 50 point Q4 earn 10 58 per share,-1
ANA get breakout yest hold today Presenting JPM conf today,1
GOOG november repeat 760 660 good put spec call,-1
trade idea buy ESC 25 95 target 35 50 cut 21 40,1
Sorry guy Netflix bull need hit pause button NFX,-1
SWKS decision come soon expect break look SI MACD TIX,1
EN SHOT 250 41 70,-1
Six years ago apple introduce iPhone world Do remember aapl sixyearsold,1
CO point wknd huge Outside Day Bearish Engulf take Jan gain Watch,-1
EW Went long EW 93 15 ooks like ready make move 98 w consolidation,1
ANF SI overbought small position put,-1
EBAY base,1
ooking add BJI shrt today EAT,-1
CHK thank JPM upgrade,1
Further proof BBY try tank purpose go private cheap The great gift card giveaway 2013,-1
SSQ pull back suspect uckily sell near 11 20 res tweet Watching 10 80 get bck,1
I look CS potential bounce play w AAP earn imo AAP 13 eps even guidance key,-1
user The day MA IPO I triple position 42 IPO price 39 never touch since probably best stock move ever,1
BAC run walk,-1
AAP P F bullish,1
MCP I like company,-1
AAP IF support break I hesitate sell lot downside For favor long,1
I big fan AMZN daily weekly heavy take gain sell call ok,-1
Intel tobacco stock interest read analogy Intel I guess dividend tasty intc,1
Most eading Stocks lag ES F AMH FT others display climactic action DDD MTZ Positive reaction 2 AAP EPS Bull Trap,-1
FAF ong 16 92 Trailing Stop 22 31 8 prior Stops 22 04 16 92 16 40 15 17 15 10,1
Green Weekly Monthly Triangle ISIS pdating,-1
SWY inside day hold 50 sma rsi hold 40 look like counter trend move,1
Green Weekly Triangle AMPE pdating,-1
Despite weakness AAP SPY fill 2day gap reverse mere 0 13 away Every stock outperform AAP days,1
SPY Dismal volume today It appear everyone wait AAP release earn take position,-1
IPX Over 22 15,1
GOOG I make slight change relocate wave 3 last Friday low,-1
MY Over 28 25 28 50,1
Green Weekly Triangle DEPO pdating,-1
XXIA Over 18 00,1
goog short 738 Think sell open tomorrow Would lovely procedure every quarter Good Night Guys,-1
MON monthly game,1
AAP 3 scenarios watch ahead Apple earn result price action,-1
GEOY Should trade 41 09 share worth 1 425 share DGI 28 84 x 1 425 41,1
IBM GOOG AAP FB COMPQ SPX 79 6 S P 500 Stocks Overbought,-1
China FIX ing STDY,1
VMW test recent uptrend real impressive late SI bear country,-1
CHK Good Info user user S P 1470 thing rip IMO,1
FFIV another CSS fall lower trend support today see trend,-1
name like SkyPeople Fruit Juice SP go next AAP wait see,1
user I know NOK IMM I suspect Mr Ballmer make number MSFT,-1
WH consolidate highs gap support immediately price,1
well MCP top short 11 zero still play go VXY 12 TVIX 6 three evaporate nothing,-1
MT BEAV set possible higher price,1
COH defend 50 50 50 60 area time,-1
New post I could Peter ynch stock MD,1
DECK short 38 10 bear flag work,-1
FSC go ex dividend tomorrow pay monthly 0 0958 per share next payment january 31st 10 60 yield,1
XEC short 63 90,-1
VOXX user stock Kudos friend,1
AMZN short 268 57,-1
SWY WSJ Cerberus Supervalu Strike Deal Sources may put bid SWY,1
DECK half short 50 cents,-1
HPQ 16 50 call 04,1
AMZN half short 1,-1
PX ong 9 01 Moved Trailing Stop 13 30 3 Stops 9 01 7 78 6 55,1
VXY 10 eod AAP ramp,-1
GDOT make new higher high MACD bullish cross OBV trend upwards Time fill gap,1
XEC half short 50cents,-1
Back full size position ZNGA,1
VXY Da bear wacked gap fill yesterday 10 AAP 15 rev beat,-1
FCE trigger Tues gap Wed today IMO think take profit,1
XEC short 1,-1
WFC If miss I add,1
Tues give sell AMZN I concern user good thing,-1
AAP go bounce hard 516,1
I get devices shtick still think DE deal help MSFT short medium term via user,-1
GS look super strong,1
Oh 1st comment user post guy 45 target MSFT BY END OF Q2 A tad aggressive,-1
wait see w 2013 user The JMBA airport locations generally pack Good news user,1
OY O eilly Automotive Inc option traders make big downside bet sell 27k call buy 17k put,-1
GS want higher,1
AMZN target magenta 260 43,-1
AAP watch CS tell AAP imo,1
user yes work fine ISIS might I post update today,-1
BK add long,1
FS look like head shoulder pattern,-1
user long NFX 100 call 27 expire tomorrow 40 48 need greedy expire tomorrow,1
NFX Q3 2012 operational cash flow 150 000 vs Q3 2011 49 million 99 decline q q,-1
JNP add long,1
Most eading Stocks lag ES F DDD SSYS AKS Others display climactic action AFSI AD SNTS AAP Bat Tighten Stops,-1
CEE 5 min retest,1
MEA SI MACD KDJ say still time Monitoring stricly entry point lower,-1
ZION look base breakout could touch bottom triangle though,1
VXY 9 come AAP Blowout,-1
HPQ ocket since Noon,1
VXY AAP Blowout Huge Dump AAP Miss FED pump VXY Dump,-1
HPQ ook Volume Very Nice 16 50 Calls Do,1
AAP Apple 58 billion current assets 92 billion long term marketable securities mostly probably Treasury bill,-1
X take long exposure 25 95 26 area still bullish T look stock rip n dip rhythm want dry powder 2 trade,1
AAP plus another 26 billion balance sheet liabilities mostly contractual commitments buy part suppliers,-1
HPQ Man call options Cheap,1
AAP So Apple true stock price really 430 This start point understand company valuation,-1
user I lose 15 hold first open recoup AAP FB Buying,1
user DDD exhibit climax run characteristics eat stage base 30 2 weeks extend violate upper trendline etc,-1
BAC Out 11 78 wait pullback one today,1
IBM GOOG earn beat SPY barely budge ooks like AAP need stellar earn keep bull rave 14 per share,-1
AAP move 525 pivot today bullish tomorrow,1
user I think aapl Iphone lose wow factor,-1
AAP get attention Showing strength Might actually jump,1
AAP go,-1
AAP Someone catch leak news,1
WAIT FO AAP TO GO BACK TO 400,-1
BAC 100 Cash I never listen sirens say Keep r Trade Overnight Gapp Never I Promise,1
AAP Sell sell sell,-1
HPQ 17 50 much ask tomorrow,1
AAP Wow god,-1
Market underperform day thank DDD SSYS position Staying long 3D print AAP keep green More upside come,1
AAP wooooow really bad I touch apple stock Wild ride,-1
FS Solar Market ise 22 Percent 2013 Deutsche Bank Predicts,1
AAP believers never give The competition catch AAP lower price lose revenues 425 come soon,-1
nice user Huge volume MS breakout today,1
AAP 137 billion cash crazy,-1
The price action say AAP go die earn It multiple chance break 500,1
VXY 10 AAP conference call,-1
BN BISH announce 15 increase Holiday sales,1
AAP user like guest say aapl lack innovation,-1
CS nice move 50 200 DMA Nice base structure daily pattern,1
I care anybody say NFX may little earn boost I stop MACD divergence Will short,-1
OCZ CES 2013 Vegas Nevada January 8th 11th progress,1
Green Weekly Triangle FNFG pdating check blog,-1
user T user user GAME ON readyscoregoals This company get CanadianGrown,1
AAP break low I say even 700 I feel stock sell money buy,-1
tell everyone user nice look diverse list 52 week highs JNJ MMM GS OC F WAG DE,1
user AAP 600 far highly unlikely cross 557 ever Will C More likely 425 next level 2 watch,-1
Squeeze squeeze slow grind higher continue SPY 147 45 ES F 1471 WFC better deliver goods tomorrow,1
AAP From earlier Stay away fail pattern,-1
HSA It always come Back,1
AAP next stop 430,-1
user HSA Good Day,1
SPY afterhours thank AAP fail come hard fast stockaction,-1
AON Continuation good volume,1
Instead classic M Night Shyamalan twist get recent M Night Shyamalan disappointment AAP,-1
NFX Over 28 20 28 40,1
user AAP Hedge Fund Hotel margin call switchboard blow tomorrow,-1
ZC Over 4 75 good volume,1
AAP anybody remember say reach saturation point guy laugh,-1
A doji like candle close today F may signify possible retracement 100 61 8 Fib level Watching closely bull run,1
user AAP 2012 GOD Quarterly histograms ED FT71 460 still work share Jan 15,-1
SWHC continue accumulate mar 9 call pull back 8 10,1
AAP volume support level 420ish Broadening top look complete see,-1
ISIS continue volume go much higher 13 22 14 easy big green move,1
Talked possibility months ago AAP QQQ NDX,-1
SM Decent base ook poise break,1
ACTG possible breakdown tomorrow,-1
user NFX I let wkly 100 CAS go VEY green ed Not good But hold,1
H break support today may drop channel tomorrow watch,-1
CGI ove truck co buy pullback,1
B bearish,-1
QCOM Best play Samsung Snapdragon anti AAP play Best tech play,1
user feel HEOP Good luck,-1
QCOM Another view w blue sky,1
BAC December 2012 solid channel two bull flag January 2013 see solid channel form Bear flag 2 formation,-1
COF approach key resistance level 62 92 break could accelerate stock price,1
